问题 ID,说明,状态,严重性,故事点,项目路径,位置种类,路径,折线图,列,事件 ID,帮助链接,程序集名称,程序集版本,程序集公钥,片段
NuGet.0002,建议升级 NuGet 包,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\Terraria_Wiki.csproj,,,Microsoft.Extensions.Logging.Debug 9.0.8,,,,,"Microsoft.Extensions.Logging.Debug, 9.0.8  建议:  Remove Microsoft.Extensions.Logging.Debug, and replace with new package Microsoft.Extensions.Logging.Debug 10.0.3"
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\Terraria_Wiki.csproj,,,,,,,,当前目标框架: net9.0-windows10.0.19041.0 建议的目标框架: net10.0-windows10.0.22000.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,24,2,T:Microsoft.Maui.Controls.BindingMode,,,,,private static bool ShouldUseSetter(BindingMode mode)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,27,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,27,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,27,15,F:Microsoft.Maui.Controls.BindingMode.Default,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,26,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,26,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,26,15,F:Microsoft.Maui.Controls.BindingMode.TwoWay,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,25,14,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,25,14,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,25,14,F:Microsoft.Maui.Controls.BindingMode.OneWayToSource,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,17,2,T:Microsoft.Maui.Controls.BindableProperty,,,,,"private static bool ShouldUseSetter(BindingMode mode, BindableProperty bindableProperty)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,17,2,T:Microsoft.Maui.Controls.BindingMode,,,,,"private static bool ShouldUseSetter(BindingMode mode, BindableProperty bindableProperty)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,22,48,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,22,48,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,22,48,F:Microsoft.Maui.Controls.BindingMode.TwoWay,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,22,9,T:Microsoft.Maui.Controls.BindingMode,,,,,bindableProperty.DefaultBindingMode
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,22,9,P:Microsoft.Maui.Controls.BindableProperty.DefaultBindingMode,,,,,bindableProperty.DefaultBindingMode
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,21,48,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,21,48,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,21,48,F:Microsoft.Maui.Controls.BindingMode.OneWayToSource,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,21,9,T:Microsoft.Maui.Controls.BindingMode,,,,,bindableProperty.DefaultBindingMode
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,21,9,P:Microsoft.Maui.Controls.BindableProperty.DefaultBindingMode,,,,,bindableProperty.DefaultBindingMode
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,20,16,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,20,16,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,20,16,F:Microsoft.Maui.Controls.BindingMode.Default,,,,,BindingMode.Default
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,19,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,19,15,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,19,15,F:Microsoft.Maui.Controls.BindingMode.TwoWay,,,,,BindingMode.TwoWay
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,18,14,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,18,14,T:Microsoft.Maui.Controls.BindingMode,,,,,BindingMode.OneWayToSource
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.Maui.Controls.BindingSourceGen\Microsoft.Maui.Controls.BindingSourceGen.BindingSourceGenerator\GeneratedBindingInterceptorsCommon.g.cs,18,14,F:Microsoft.Maui.Controls.BindingMode.OneWayToSource,,,,,BindingMode.OneWayToSource
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,%USERPROFILE%\.nuget\packages\microsoft.windowsappsdk\1.7.250909003\include\UndockedRegFreeWinRT-AutoInitializer.cs,26,12,"M:System.Environment.SetEnvironmentVariable(System.String,System.String)",,,,,"Environment.SetEnvironmentVariable(""MICROSOFT_WINDOWSAPPRUNTIME_BASE_DIRECTORY"", AppContext.BaseDirectory);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Layout/NavMenu_razor.g.cs,466,12,T:Microsoft.Maui.Controls.Application,,,,,"Application.Current.MainPage.DisplayAlert(""提示"", ""请稍后，正在处理下载任务。"", ""确定"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Layout/NavMenu_razor.g.cs,466,12,T:Microsoft.Maui.Controls.Application,,,,,"Application.Current.MainPage.DisplayAlert(""提示"", ""请稍后，正在处理下载任务。"", ""确定"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Layout/NavMenu_razor.g.cs,466,12,P:Microsoft.Maui.Controls.Application.Current,,,,,"Application.Current.MainPage.DisplayAlert(""提示"", ""请稍后，正在处理下载任务。"", ""确定"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Layout/NavMenu_razor.g.cs,466,12,T:Microsoft.Maui.Controls.Page,,,,,"Application.Current.MainPage.DisplayAlert(""提示"", ""请稍后，正在处理下载任务。"", ""确定"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Layout/NavMenu_razor.g.cs,466,12,P:Microsoft.Maui.Controls.Application.MainPage,,,,,"Application.Current.MainPage.DisplayAlert(""提示"", ""请稍后，正在处理下载任务。"", ""确定"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Layout/NavMenu_razor.g.cs,466,12,"M:Microsoft.Maui.Controls.Page.DisplayAlert(System.String,System.String,System.String)",,,,,"Application.Current.MainPage.DisplayAlert(""提示"", ""请稍后，正在处理下载任务。"", ""确定"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/DataManagementDetails_razor.g.cs,712,3,T:Microsoft.Maui.Controls.Application,,,,,"await Application.Current.MainPage.DisplayAlert(""提示"", ""请稍后，正在处理下载任务。"", ""确定"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/DataManagementDetails_razor.g.cs,712,3,T:Microsoft.Maui.Controls.Application,,,,,"await Application.Current.MainPage.DisplayAlert(""提示"", ""请稍后，正在处理下载任务。"", ""确定"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Terraria_Wiki\Terraria_Wiki.csproj,File,Terraria_Wiki\obj\Debug\net9.0-windows10.0.19041.0\win10-x64\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/DataManagementDetails_razor.g.cs,712,3,P:Microsoft.Maui.Controls.Application.Current,,,,,"await Application.Current.MainPage.DisplayAlert(""提示"", ""请稍后，正在处理下载任务。"", ""确定"");"
